年	月	日	時	分	縣市	allLocation	GoogleLat	GoogleLng	死	受傷	2-30	天候	光線	道路類別	速限	道路型態	事故位置	路面鋪裝	路面狀態	路面缺陷	障礙物	視距	號誌種類	號誌動作	分向設施	快車道或一般車道間	快慢車道間	路面邊線	事故類型及型態	事故類別
2012	1	7	18	42	新竹市	新竹市1民生路222巷15號	24.8123686	120.976312				8			40															3
2012	1	10	16	15	新竹市	新竹市1建功路與建功一路口	24.7964823	120.9983733				8			50															3
2012	1	5	7	45	新竹市	新竹市1東光路42巷口弄	23.8548668	120.983603				6			50															3
2012	1	9	23	13	新竹市	新竹市3景觀大道香檳街口	24.782637	120.9546454	0	2	0	8	1	5	50	3	1	1	5	4	5	7	3	1	10	5	5	2	15	2
2012	1	5	10	17	新竹市	新竹市3元培街337-6號	24.77862	120.939535				6			40															3
2012	1	2	14	50	新竹市	新竹市3中華路四段14號	24.7967378	120.9548465				8			50															3
2012	1	5	19	45	新竹市	新竹市1介壽路世界高中對面	24.7757408	121.0167883	0	1	0	6	1	5	50	3	2	1	4	4	5	7	4	4	1	4	5	2	12	2
2012	1	13	22	6	新竹市	新竹市3延平路二段港南橋	24.8149521	120.9288915				8			50															3
2012	1	6	0	33	新竹市	新竹市1東大路一段南大路路口	24.8025545	120.9746646				8			50															3
2012	1	13	17	48	新竹市	新竹市2東大路三段機場轉彎處	24.8256414	120.9566902	0	2	0	7	4	5	50	3	1	1	5	4	5	1	4	4	10	5	5	2	16	2
2012	1	13	19	17	新竹市	新竹市1光復路二段151號約10公尺處	24.7982082	120.994391				8			50															3
2012	1	14	11	2	新竹市	新竹市3中華路五段與美山路口	24.7669963	120.9146123	0	1	0	8	1	5	50	3	1	1	5	4	5	7	2	1	10	5	5	2	12	2
2012	1	10	15	30	新竹市	新竹市1光復路一段385巷	24.783575	121.016619	0	1	0	8	1	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	1	14	8	50	新竹市	新竹市3元培街108號	24.78545	120.930054	0	1	0	8	1	5	40	14	9	1	5	4	5	7	4	4	5	5	5	1	10	2
2012	1	14	10	23	新竹市	新竹市2光華北街10號	24.8179689	120.9738554	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	1	18	2
2012	1	14	11	30	新竹市	新竹市1忠孝路75號	24.80368885	120.991704				8			50															3
2012	1	8	9	47	新竹市	新竹市2經國路二段民富街路口	24.8004588	120.9561008	0	1	0	7	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	1	14	9	16	新竹市	新竹市1北大路53號	24.812347	120.972588				8			50															3
2012	1	14	10	47	新竹市	新竹市1公道五路埔頂路路口	24.7983487	121.0086791				8			50															3
2012	1	3	8	45	新竹市	新竹市1公道五路二段12482號路燈桿	24.79760605	121.0029783				8			50															3
2012	1	14	14	25	新竹市	新竹市2西濱快速道路5.9K	24.8684988	120.9533201				8			90															3
2012	1	14	15	11	新竹市	新竹市2西濱快速道路6.2K						8			90															3
2012	1	13	5	36	新竹市	新竹市3中華路四段607號	24.7896072	120.932306				8			60															3
2012	1	3	10	14	新竹市	新竹市3元培街387號	24.776408	120.944048				8			50															3
2012	1	14	16	0	新竹市	新竹市2西濱快速道路5.8K	24.8684988	120.9533201				8			90															3
2012	1	14	14	55	新竹市	新竹市3浸水街406巷48弄10號	24.800691	120.9267702				8																		3
2012	1	14	15	45	新竹市	新竹市2延平路一段477巷	24.8050682	120.9460138	0	2	0	7	1	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	1	14	6	22	新竹市	新竹市2西大路587號	24.8095481	120.959459				8			50															3
2012	1	14	11	16	新竹市	新竹市1光復路一段108巷66號	24.782974	121.02303				8			40															3
2012	1	10	15	13	新竹市	新竹市3竹市中華路4段南下車道			0	1	0	8	1	3	50	14	9	1	5	4	5	7	4	4	1	3	4	1	13	2
2012	1	14	16	45	新竹市	新竹市3中華路四段559號						8			50															3
2012	1	10	17	0	新竹市	新竹市1竹市光復路一段317號						8			50															3
2012	1	10	19	24	新竹市	新竹市1竹市慈濟路埔頂一路口						8			40															3
2012	1	5	19	45	新竹市	新竹市1光復路二段科學園路路口						8			50															3
2012	1	14	10	14	新竹市	新竹市3竹市中華路2段592號						8			50															3
2012	1	14	11	35	新竹市	新竹市1竹市經國路鐵道路口						8			50															3
2012	1	1	21	30	新竹市	新竹市3牛埔東路173號前						8			50															3
2012	1	12	12	16	新竹市	新竹市1光復路二段水源街路口	24.7998135	120.9909705				8			50															3
2012	1	6	6	49	新竹市	新竹市2經國路三段三廠市場前	24.7986362	120.9531687				6			50															3
2012	1	12	13	16	新竹市	新竹市1中華路一段384巷8弄	24.8135415	120.9845644				8			40															3
2012	1	13	10	34	新竹市	新竹市2成功路107號	24.814304	120.955488	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	13	2
2012	1	9	7	5	新竹市	新竹市1明湖路443巷口	24.7729067	120.9770276	0	1	0	6	1	5	50	14	9	1	4	4	5	7	1	1	5	5	5	2	21	2
2012	1	13	12	44	新竹市	新竹市3牛埔東路359號	24.7946707	120.9402395	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	4	5	4	2	16	2
2012	1	9	8	30	新竹市	新竹市3芝柏一街43號	24.77665	120.946054	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	2	16	2
2012	1	14	20	45	新竹市	新竹市1水源街清華大學側門往博愛街	24.8031813	120.993022	0	2	0	7	3	5	50	14	9	1	4	4	5	1	4	4	5	5	5	2	10	2
2012	1	3	8	30	新竹市	新竹市1南大路634巷15號	24.7932401	120.9622069				8			50															3
2012	1	5	23	25	新竹市	新竹市3中華路四段牛埔南路路口	24.7887326	120.9300059				8			50															3
2012	1	6	18	5	新竹市	新竹市2湳雅街77號	24.8188992	120.9718958				6			50															3
2012	1	7	14	8	新竹市	新竹市3青青草原26850路燈	31.3512963	120.9811634				8			40															3
2012	1	7	11	16	新竹市	新竹市3牛埔東路192巷	24.7966834	120.9453212				8			50															3
2012	1	11	9	10	新竹市	新竹市3牛埔路413巷	24.7966442	120.9417631				8			50															3
2012	1	13	18	38	新竹市	新竹市1文昌街32號	24.803596	120.968838	0	0	0	8	2	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	12	3
2012	1	13	19	44	新竹市	新竹市1慈雲路埔頂路路口	24.7874802	121.0095148				8			50															3
2012	1	15	8	2	新竹市	新竹市2竹市東大路2段190巷	24.817926	120.9679978				6			40															3
2012	1	15	8	18	新竹市	新竹市1光復路一段525巷	24.78436645	121.0121615				6																		3
2012	1	15	8	6	新竹市	新竹市1中華路與東大路口	24.8161395	120.9934274	0	1	0	7	1	5	50	14	9	1	4	4	5	7	4	4	5	5	5	2	13	2
2012	1	15	10	0	新竹市	新竹市1中華路二段471號前	24.80126	120.970554							50															3
2012	1	10	11	20	新竹市	新竹市1光復路二段亞聯客運售票亭前	24.7932831	121.001211	0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	10	4	5	2	2	2
2012	1	15	13	32	新竹市	新竹市1公道五路二段12522號路燈附近	24.79760605	121.0029783				6			50															3
2012	1	15	14	45	新竹市	新竹市1公道五路三段21305號路燈前						6			50															3
2012	1	5	18	0	新竹市	新竹市2東大路四段189巷	24.8443561	120.930142	0	1	0	7	3	5	50	4	1	1	4	4	5	7	4	4	10	5	5	2	16	2
2012	1	6	0	40	新竹市	新竹市2經國路二段180號	24.81091	120.962181	0	1	0	8	3	5	50	3	1	1	5	4	5	7	4	4	10	4	5	2	16	2
2012	1	6	15	25	新竹市	新竹市1慈雲路龍山西路口	24.7896633	121.0112896	0	1	0	6	1	5	40	3	1	1	4	4	5	7	4	4	10	5	5	2	16	2
2012	1	4	19	50	新竹市	新竹市1中華路一段經國路路口	24.8161395	120.9934274	0	1	0	7	3	5	50	14	9	1	4	4	5	7	1	1	1	2	5	2	13	2
2012	1	6	21	28	新竹市	新竹市1光華南街18巷15號	24.8163161	120.976153				8			40															3
2012	1	14	0	2	新竹市	新竹市1中華路二段263號	24.804486	120.976422				8			50															3
2012	1	3	15	12	新竹市	新竹市3芝柏街39號	24.776484	120.947786				8			40															3
2012	1	14	23	38	新竹市	新竹市1寶山路452巷19弄3號	24.78192545	120.990925				6			50															3
2012	1	3	20	18	新竹市	新竹市1光復路一段111號	24.7811921	121.023512				8			50															3
2012	1	4	7	54	新竹市	新竹市2東西向快速道路與西濱公路口	24.822319	120.9799914				6			80															3
2012	1	4	18	0	新竹市	新竹市1光復路二段196號	24.794203	121.000559				8			50															3
2012	1	7	11	57	新竹市	新竹市3香北路76號	24.79189685	120.9275195	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	16	2
2012	1	7	9	18	新竹市	新竹市2北大路245號	24.80728	120.964326	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	3	2
2012	1	7	16	59	新竹市	新竹市1東大路二段北大路路口	24.8109645	120.969934	0	1	0	8	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	1	8	13	1	新竹市	新竹市2經國路二段磐石路路口	24.8078863	120.9580757				8			50															3
2012	1	9	19	15	新竹市	新竹市3中華路五段389號	24.763616	120.913809				8			50															3
2012	1	6	18	0	新竹市	新竹市2經國路二段家欣樓前	24.816305	120.9932926				6			50															3
2012	1	6	19	22	新竹市	新竹市2光華北街光華街路口	24.8211953	120.9771783				6			50															3
2012	1	6	8	45	新竹市	新竹市2民富街57號	24.809467	120.9638143				8			50															3
2012	1	7	0	18	新竹市	新竹市2民富街棒球場邊	24.8004588	120.9561008	0	0	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	14	3
2012	1	6	12	30	新竹市	新竹市2竹光路和平路路口	29.5541795	106.5700647				6			50															3
2012	1	15	18	3	新竹市	新竹市2鐵道路150巷	24.82098085	120.9731644				6			40															3
2012	1	16	8	15	新竹市	新竹市1食品路468號	24.7938871	120.966643				6			50															3
2012	1	15	18	35	新竹市	新竹市1中華路一段民族路路口	24.83606445	121.2331006				6			50															3
2012	1	16	11	48	新竹市	新竹市1寶山路龍泉寺旁	23.8548668	120.983603				6			50															3
2012	1	15	20	40	新竹市	新竹市2中正路5號	24.8028151	120.971191	0	1	0	6	3	5	50	14	9	1	4	4	5	7	1	1	7	4	5	2	2	2
2012	1	16	8	45	新竹市	新竹市3五福路二段788號	24.7571705	120.9484903				6			50															3
2012	1	16	17	25	新竹市	新竹市2吉羊路100-7號旁						6			50															3
2012	1	16	18	40	新竹市	新竹市2公道五路湳雅街口						8			50															3
2012	1	16	20	10	新竹市	新竹市2中正路中央路口						8			50															3
2012	1	16	22	30	新竹市	新竹市1文昌街武昌街口						8			50															3
2012	1	16	19	45	新竹市	新竹市1竹市中華路東大路口						8			50															3
2012	1	16	21	4	新竹市	新竹市1竹市光復路2段234號	24.794591	120.999839				8			50															3
2012	1	6	19	50	新竹市	新竹市1田美一街64號	24.8145831	120.975387				8			40															3
2012	1	13	15	47	新竹市	新竹市1光復路一段647號	24.7865945	121.0106403				8			50															3
2012	1	17	7	25	新竹市	新竹市2延平路一段491號	24.804876	120.945607	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	4	5	2	16	2
2012	1	17	13	35	新竹市	新竹市1竹市寶山路346號	24.7310262	121.0338645	0	0	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	1	13	3
2012	1	17	7	27	新竹市	新竹市1柴橋路10758號路燈桿前約15公尺處	24.7662169	120.9623674				8			40															3
2012	1	17	16	15	新竹市	新竹市2竹市光華北街87號前	24.8207364	120.9648415				8			40															3
2012	1	15	18	0	新竹市	新竹市2經國路二段438巷43號	24.80684635	120.954732	0	1	0	7	3	5	50	14	9	1	4	4	5	7	4	4	9	5	5	2	3	2
2012	1	16	11	11	新竹市	新竹市2林森路301號	24.79823585	120.962975				6			50															3
2012	1	16	11	0	新竹市	新竹市1光復路一段285巷	24.782322	121.019437				6			50															3
2012	1	16	9	0	新竹市	新竹市1快速道路進慈雲匝道	24.8721797	120.9537094				6			90															3
2012	1	16	7	30	新竹市	新竹市1自由路38巷	24.81153805	120.9820493				8			50															3
2012	1	16	8	40	新竹市	新竹市2東大路三段256號	24.833179	120.9498841	0	1	0	6	1	5	50	14	9	1	4	4	5	7	4	4	5	5	5	1	16	2
2012	1	7	16	10	新竹市	新竹市3中華路四段牛埔南路路口	24.7887326	120.9300059				8			50															3
2012	1	17	17	20	新竹市	新竹市1埔頂路99巷158號	24.7941271	121.01058				8			40															3
2012	1	10	11	50	新竹市	新竹市1千甲路55號	24.806846	120.99913				8			50															3
2012	1	8	15	45	新竹市	新竹市1中華路二段471號	24.80126	120.970554				8			50															3
2012	1	5	7	25	新竹市	新竹市2東大路二段373號	24.819032	120.962034				6			40															3
2012	1	17	19	0	新竹市	新竹市2東大路三段291巷天府路路口	24.8331464	120.9483426				8			50															3
2012	1	12	18	20	新竹市	新竹市1慈雲路211號	24.79311235	121.0115108				8			50															3
2012	1	17	20	50	新竹市	新竹市3中華路四段425號	24.79134385	120.9394656				8			50															3
2012	1	13	8	40	新竹市	新竹市1中華路五段142號	24.7858251	120.922404	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	1	4	5	1	13	2
2012	1	13	10	35	新竹市	新竹市1東大路與民族路口	24.8457734	120.9275047				8			40															3
2012	1	17	23	0	新竹市	新竹市3南隘路二段28號	24.73055375	120.9417009	0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	4	5	5	1	17	2
2012	1	13	12	10	新竹市	新竹市1建功一路4號	24.79681	120.998438				8			50															3
2012	1	13	13	0	新竹市	新竹市1新莊街166巷32號	24.786446	121.017481				8			40															3
2012	1	13	14	10	新竹市	新竹市1成德路51號	24.79410015	120.9584408	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	4	1	16	2
2012	1	13	0	30	新竹市	新竹市2經國路二段延平路路口	24.8047718	120.9556443	0	3	0	8	3	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	15	2
2012	1	4	16	40	新竹市	新竹市1光復路二段建中路路口	24.7988758	120.9935293	0	1	0	8	3	5	50	3	2	1	5	4	5	7	2	1	1	2	5	2	12	2
2012	1	18	8	48	新竹市	新竹市2水田街69號	24.815508	120.967239				8			50															3
2012	1	18	8	11	新竹市	新竹市3竹市景觀大道	24.78502665	120.9515781				8			70															3
2012	1	18	12	11	新竹市	新竹市2竹市東大路2段81巷8號	24.813163	120.967185				8			40															3
2012	1	17	17	10	新竹市	新竹市1中央路179號	24.8087001	120.972909	0	3	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	16	2
2012	1	18	13	28	新竹市	新竹市1竹市金山2街金山南街口						8			40															3
2012	1	18	12	57	新竹市	新竹市1寶山路118號						8			50															3
2012	1	18	11	7	新竹市	新竹市2中華路二段警光路口						8			50															3
2012	1	18	14	50	新竹市	新竹市3中華路六段692號						8			60															3
2012	1	18	16	0	新竹市	新竹市1光復路一段531巷			0	2	0	8	1	5	50	14	18	1	5	4	5	7	3	1	10	5	5	2	3	2
2012	1	16	8	5	新竹市	新竹市1南大路634巷與振興一街口						8			40															3
2012	1	16	12	15	新竹市	新竹市1寶山路481巷口						8			50															3
2012	1	17	17	52	新竹市	新竹市1西大路明湖路路口						8			50															3
2012	1	17	18	30	新竹市	新竹市1光復與東光路口			0	3	0	8	3	5	50	4	1	1	5	4	5	7	2	1	10	5	5	2	16	2
2012	1	16	16	46	新竹市	新竹市1中華路一段267號對面						8			40															3
2012	1	18	20	27	新竹市	新竹市3延平路二段730-1號						8			50															3
2012	1	16	18	15	新竹市	新竹市3牛埔路433號	24.79632655	120.9412056				8			50															3
2012	1	17	20	15	新竹市	新竹市1中華路與民主路口	24.8161395	120.9934274				8			50															3
2012	1	18	3	40	新竹市	新竹市2經國路一段454巷	24.814739	120.979082				8			50															3
2012	1	18	19	30	新竹市	新竹市2中正路390號	24.8148277	120.9624132	0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	9	4	5	1	12	2
2012	1	6	20	10	新竹市	新竹市1東進路公道五路路口	24.807905	120.9885615				6			50															3
2012	1	6	21	50	新竹市	新竹市1東南街建華街路口	24.7944063	120.9765616				6			50															3
2012	1	7	8	40	新竹市	新竹市1水源街馬偕醫院旁	24.8031813	120.993022				8			50															3
2012	1	7	10	30	新竹市	新竹市1食品路336號	24.7939872	120.9701386				8			50															3
2012	1	7	11	15	新竹市	新竹市1光復路一段182號	24.7818611	121.022308				8			50															3
2012	1	18	23	19	新竹市	新竹市1民生路與民族路口	24.8142127	120.9742827				8			50															3
2012	1	7	12	47	新竹市	新竹市1光復路一段681號	24.78846	121.0079441	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	1	4	5	2	13	2
2012	1	10	16	50	新竹市	新竹市2國華街2區公所地下B1停車場內	24.8143541	120.971093				8			20															3
2012	1	11	12	10	新竹市	新竹市1中華路一段鐵道路路口	24.8128035	120.9853889	0	1	0	7	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	18	2
2012	1	11	19	30	新竹市	新竹市1東大路二段172巷24號	24.8165322	120.9660441				8			40															3
2012	1	16	12	20	新竹市	新竹市3西濱路三段501號	24.7892572	120.9174393				6			50															3
2012	1	19	13	57	新竹市	新竹市1忠孝路37號	24.900244	121.046203				8			50															3
2012	1	19	14	15	新竹市	新竹市2武陵路171號	24.8208224	120.9680305				8			50															3
2012	1	19	15	46	新竹市	新竹市2延平路一段160號	24.8047811	120.956613				8			50															3
2012	1	19	16	55	新竹市	新竹市1埔頂一路慈濟路口	24.7919685	121.0148844				8			50															3
2012	1	19	19	10	新竹市	新竹市1光復路一段96號	24.78157	121.02406				8			50															3
2012	1	19	18	50	新竹市	新竹市1光復路二段大學路路口	24.7910677	121.0049133				8			50															3
2012	1	19	19	42	新竹市	新竹市1光復路二段100號	24.792746	121.002568	0	1	0	7	3	5	50	14	9	1	5	4	5	7	4	4	1	4	5	2	13	2
2012	1	6	17	20	新竹市	新竹市2西大路402號	24.802974	120.96508	0	1	0	6	3	5	50	14	9	1	4	4	5	7	4	4	5	4	5	2	13	2
2012	1	7	10	30	新竹市	新竹市1南大路661號	24.7871831	120.967675	0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	1	16	2
2012	1	7	13	0	新竹市	新竹市3中華路四段牛埔南路路口	24.7887326	120.9300059	0	1	0	8	1	5	5	3	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	1	20	10	15	新竹市	新竹市1民生路188巷17弄22號	24.8113255	120.9763432				8			50															3
2012	1	9	15	7	新竹市	新竹市1中華路三段128號	24.79679855	120.9600366				8			50															3
2012	1	16	17	10	新竹市	新竹市1明湖路112巷口	24.7653802	120.9857045	0	2	0	8	3	5	40	3	1	1	5	4	5	7	4	4	10	5	5	2	11	2
2012	1	16	16	45	新竹市	新竹市1光復路一段建功一路路口	24.7924614	121.0067013				8			50															3
2012	1	7	23	6	新竹市	新竹市1民生路159號	24.8105327	120.9765729	0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	4	5	1	13	2
